StockCode,Description,TotalRevenue,CumRevenue,CumPct,RankPct,ABC_Class
22188,BLACK HEART CARD HOLDER,32379.54,4086200.5200000005,23.02937317813663,1.2982126058325494,A
21755,LOVE BUILDING BLOCK WORD,32325.16,4118525.6800000006,23.211554196674353,1.317027281279398,A
48187,DOORMAT NEW ENGLAND,32221.33,4150747.0100000007,23.39315004084156,1.3358419567262465,A
22727,ALARM CLOCK BAKELIKE RED ,31993.09,4182740.1000000006,23.57345954966902,1.354656632173095,A
82486,WOOD S/3 CABINET ANT WHITE FINISH,31557.8,4214297.9,23.751315812308086,1.3734713076199436,A
22630,DOLLY GIRL LUNCH BOX,31443.489999999998,4245741.390000001,23.928527836458336,1.3922859830667922,A
85152,HAND OVER THE CHOCOLATE   SIGN ,31138.050000000003,4276879.44,24.104018434626408,1.4111006585136407,A
22382,LUNCH BAG SPACEBOY DESIGN ,30463.35,4307342.79,24.275706498384515,1.429915333960489,A
21523,DOORMAT FANCY FONT HOME SWEET HOME,30453.78,4337796.57,24.447340626683456,1.4487300094073376,A
22385,JUMBO BAG SPACEBOY DESIGN,30096.57,4367893.140000001,24.616961559018886,1.4675446848541862,A
22622,BOX OF VINTAGE ALPHABET BLOCKS,29731.56,4397624.7,24.784525335455424,1.4863593603010348,A
20712,JUMBO BAG WOODLAND ANIMALS,29504.5,4427129.2,24.950809426901415,1.5051740357478833,A
22865,HAND WARMER OWL DESIGN,29433.430000000004,4456562.63,25.116692975705465,1.523988711194732,A
48185,DOORMAT FAIRY CAKE,29323.2,4485885.83,25.28195528044844,1.5428033866415805,A
82483,WOOD 2 DRAWER CABINET WHITE FINISH,29150.02,4515035.85,25.446241561908295,1.561618062088429,A
20679,EDWARDIAN PARASOL RED,29140.670000000002,4544176.52,25.610475147804596,1.5804327375352776,A
15036,ASSORTED COLOURS SILK FAN,28829.32,4573005.84,25.77295399961384,1.5992474129821261,A
47590B,PINK HAPPY BIRTHDAY BUNTING,28793.95,4601799.79,25.93523351002382,1.6180620884289747,A
20914,SET/5 RED SPOTTY LID GLASS BOWLS,28548.7,4630348.49,26.0961308186196,1.636876763875823,A
22379,RECYCLING BAG RETROSPOT ,28377.08,4658725.57,26.25606089591934,1.6556914393226716,A
22659,LUNCH BOX I LOVE LONDON,28119.82,4686845.390000001,26.41454108437618,1.6745061147695202,A
22752,SET 7 BABUSHKA NESTING BOXES,28023.09,4714868.48,26.572476113275474,1.6933207902163687,A
22139,RETROSPOT TEA SET CERAMIC 11 PC ,27806.93,4742675.41,26.729192888375955,1.7121354656632173,A
22666,RECIPE BOX PANTRY YELLOW DESIGN,27804.370000000003,4770479.78,26.885895235600213,1.7309501411100658,A
21928,JUMBO BAG SCANDINAVIAN PAISLEY,27707.95,4798187.73,27.042054170392568,1.7497648165569144,A
22077,6 RIBBONS RUSTIC CHARM,27457.34,4825645.07,27.196800695004868,1.768579492003763,A
20725,LUNCH BAG RED SPOTTY,27331.3,4852976.37,27.350836872148616,1.7873941674506115,A
22492,MINI PAINT SET VINTAGE ,27120.489999999998,4880096.86,27.503684947500517,1.80620884289746,A
22467,GUMBALL COAT RACK,27051.530000000002,4907148.390000001,27.656144371936584,1.8250235183443086,A
21977,PACK OF 60 PINK PAISLEY CAKE CASES,26733.45,4933881.840000001,27.806811132751605,1.8438381937911572,A
23245,SET OF 3 REGENCY CAKE TINS,26625.68,4960507.5200000005,27.95687051379286,1.8626528692380055,A
72741,GRAND CHOCOLATECANDLE,26508.95,4987016.470000001,28.106272017493556,1.881467544684854,A
23199,JUMBO BAG APPLES,26451.260000000002,5013467.73,28.255348386749148,1.9002822201317027,A
84991,60 TEATIME FAIRY CAKE CASES,26121.57,5039589.300000001,28.402566659710658,1.9190968955785512,A
22726,ALARM CLOCK BAKELIKE GREEN,25900.21,5065489.510000001,28.548537372249772,1.9379115710253998,A
22866,HAND WARMER SCOTTY DOG DESIGN,25251.36,5090740.870000001,28.690851238113478,1.9567262464722484,A
22867,HAND WARMER BIRD DESIGN,25071.13,5115812.000000001,28.832149347675557,1.975540921919097,A
22624,IVORY KITCHEN SCALES,24946.68,5140758.680000001,28.97274607083283,1.9943555973659455,A
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,24905.87,5165664.550000001,29.113112793353867,2.013170272812794,A
22149,FELTCRAFT 6 FLOWER FRIENDS,24656.19,5190320.740000001,29.252072347071767,2.0319849482596424,A
22386,JUMBO BAG PINK WITH WHITE SPOTS,24472.05,5214792.790000001,29.38999410816146,2.050799623706491,A
23355,HOT WATER BOTTLE KEEP CALM,24426.3,5239219.090000001,29.527658027322506,2.0696142991533395,A
47566B,TEA TIME PARTY BUNTING,24414.3,5263633.390000001,29.665254315813748,2.088428974600188,A
85099B,JUMBO BAG RED WHITE SPOTTY ,24345.3,5287978.69,29.80246172795359,2.1072436500470366,A
21485,RETROSPOT HEART HOT WATER BOTTLE,24336.98,5312315.670000001,29.939622249495706,2.126058325493885,A
48138,DOOR MAT UNION FLAG,24253.68,5336569.350000001,30.076313301471565,2.1448730009407337,A
22697,GREEN REGENCY TEACUP AND SAUCER,24191.590000000004,5360760.94,30.21265442109006,2.1636876763875823,A
23201,JUMBO BAG ALPHABET,24175.0,5384935.94,30.348902041307543,2.182502351834431,A
20972,PINK CREAM FELT CRAFT TRINKET BOX ,24108.77,5409044.71,30.48477639658658,2.2013170272812794,A
22507,MEMO BOARD RETROSPOT  DESIGN,23985.32,5433030.03,30.619955001349965,2.220131702728128,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,23975.69,5457005.720000001,30.755079332500838,2.2389463781749765,A
47590A,BLUE HAPPY BIRTHDAY BUNTING,23905.670000000002,5480911.390000001,30.889809038693368,2.257761053621825,A
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,23848.11,5504759.500000001,31.024214343106397,2.2765757290686737,A
37503,TEA TIME CAKE STAND IN GIFT BOX,23827.8,5528587.300000001,31.15850518261077,2.2953904045155222,A
84836,ZINC METAL HEART DECORATION,23815.18,5552402.48,31.292724897194052,2.314205079962371,A
22158,3 HEARTS HANGING DECORATION RUSTIC,23768.81,5576171.29,31.426683275597426,2.3330197554092194,A
22551,PLASTERS IN TIN SPACEBOY,23736.149999999998,5599907.44,31.56045758586114,2.351834430856068,A
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,23534.52,5623441.96,31.693095531795404,2.3706491063029165,A
22197,POPCORN HOLDER,23427.71,5646869.67,31.825131508409484,2.389463781749765,A
22961,JAM MAKING SET PRINTED,23416.449999999997,5670286.12,31.95710402491173,2.408278457196613,A
82583,HOT BATHS METAL SIGN,23390.22,5693676.34,32.08892871204155,2.4270931326434617,A
71459,HANGING JAM JAR T-LIGHT HOLDER,23239.43,5716915.77,32.219903563446344,2.4459078080903103,A
21930,JUMBO STORAGE BAG SKULLS,23232.89,5740148.659999999,32.35084155613608,2.464722483537159,A
22084,PAPER CHAIN KIT EMPIRE,23182.7,5763331.359999999,32.481496683549366,2.4835371589840074,A
23173,REGENCY TEAPOT ROSES ,23073.32,5786404.68,32.61153535740734,2.502351834430856,A
21481,FAWN BLUE HOT WATER BOTTLE,22658.2,5809062.88,32.739234460961086,2.5211665098777045,A
22383,LUNCH BAG SUKI  DESIGN ,22600.4,5831663.28,32.86660781012193,2.539981185324553,A
84946,ANTIQUE SILVER TEA GLASS ETCHED,22588.36,5854251.640000001,32.993913303177386,2.5587958607714016,A
82600,NO SINGING METAL SIGN,22510.56,5876762.2,33.12078032405693,2.57761053621825,A
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,22435.18,5899197.38,33.24722251161229,2.5964252116650988,A
84978,HANGING HEART JAR T-LIGHT HOLDER,22321.06,5921518.4399999995,33.373021531497784,2.6152398871119473,A
22835,HOT WATER BOTTLE I AM SO POORLY,22266.63,5943785.069999999,33.498513789936794,2.634054562558796,A
21212,PACK OF 72 RETROSPOT CAKE CASES,22214.26,5965999.329999999,33.62371089686099,2.6528692380056444,A
21231,SWEETHEART CERAMIC TRINKET BOX,22152.0,5988151.329999999,33.74855711332667,2.671683913452493,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22133.829999999998,6010285.159999999,33.87330092568648,2.6904985888993416,A
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22057.21,6032342.369999999,33.997612916219566,2.70931326434619,A
22113,GREY HEART HOT WATER BOTTLE,22032.62,6054374.989999999,34.121786320238435,2.7281279397930387,A
84406B,CREAM CUPID HEARTS COAT HANGER,21989.9,6076364.89,34.245718959072796,2.7469426152398873,A
22728,ALARM CLOCK BAKELIKE PINK,21917.48,6098282.37,34.369243446814856,2.765757290686736,A
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,21914.02,6120196.39,34.49274843438046,2.7845719661335844,A
21212,PACK OF 72 RETRO SPOT CAKE CASES,21853.079999999998,6142049.47,34.61590997086122,2.803386641580433,A
20749,ASSORTED COLOUR MINI CASES,21830.84,6163880.31,34.73894616516726,2.8222013170272815,A
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,21514.48,6185394.79,34.8601993895816,2.8410159924741296,A
22087,PAPER BUNTING WHITE LACE,21495.65,6206890.44,34.98134649020324,2.859830667920978,A
22556,PLASTERS IN TIN CIRCUS PARADE ,21288.41,6228178.850000001,35.101325609157286,2.8786453433678267,A
22090,PAPER BUNTING RETROSPOT,21218.140000000003,6249396.99,35.220908694180714,2.8974600188146753,A
22607,WOODEN ROUNDERS GARDEN SET ,21177.27,6270574.26,35.34026144041456,2.916274694261524,A
22969,HOMEMADE JAM SCENTED CANDLES,21020.8,6291595.06,35.458732339072995,2.9350893697083724,A
22605,WOODEN CROQUET GARDEN SET,21003.309999999998,6312598.369999999,35.57710466603018,2.953904045155221,A
23202,JUMBO BAG VINTAGE LEAF,20963.93,6333562.299999999,35.695255051672625,2.9727187206020695,A
21314,SMALL GLASS HEART TRINKET POT,20903.86,6354466.159999999,35.81306688945378,2.991533396048918,A
22554,PLASTERS IN TIN WOODLAND ANIMALS,20879.23,6375345.39,35.930739915285166,3.0103480714957667,A
22585,PACK OF 6 BIRDY GIFT TAGS,20854.88,6396200.27,36.04827570721572,3.0291627469426152,A
22090,PAPER BUNTING RETRO SPOTS,20735.050000000003,6416935.319999999,36.16513615054935,3.047977422389464,A
23203,JUMBO BAG VINTAGE DOILY ,20674.68,6437609.999999999,36.28165635525495,3.0667920978363123,A
48184,DOORMAT ENGLISH ROSE ,20628.04,6458238.039999999,36.39791370209058,3.085606773283161,A
22722,SET OF 6 SPICE TINS PANTRY DESIGN,20553.7,6478791.739999999,36.513752076926735,3.1044214487300095,A
20711,JUMBO BAG TOYS ,20532.63,6499324.369999999,36.62947170357849,3.123236124176858,A
37449,CERAMIC CAKE STAND + HANGING CAKES,20531.28,6519855.649999999,36.745183721779895,3.1420507996237066,A
21790,VINTAGE SNAP CARDS,20458.79,6540314.4399999995,36.860487194376766,3.160865475070555,A
22698,PINK REGENCY TEACUP AND SAUCER,20444.690000000002,6560759.13,36.97571120093661,3.1796801505174037,A
22617,BAKING SET SPACEBOY DESIGN,20335.11,6581094.24,37.09031762676332,3.1984948259642523,A
22941,CHRISTMAS LIGHTS 10 REINDEER,20279.4,6601373.640000001,37.20461007720545,3.217309501411101,A
22294,HEART FILIGREE DOVE  SMALL,20234.1,6621607.74,37.31864722186906,3.2361241768579494,A
21791,VINTAGE HEADS AND TAILS CARD GAME ,20204.53,6641812.2700000005,37.43251771329047,3.254938852304798,A
84970S,HANGING HEART ZINC T-LIGHT HOLDER,20113.02,6661925.29,37.545872464495716,3.273753527751646,A
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,19965.82,6681891.11,37.65839761281798,3.2925682031984946,A
22625,RED KITCHEN SCALES,19926.53,6701817.640000001,37.770701327055505,3.311382878645343,A
22570,FELTCRAFT CUSHION RABBIT,19892.66,6721710.300000001,37.882814153727516,3.3301975540921918,A
22568,FELTCRAFT CUSHION OWL,19848.46,6741558.760000001,37.994677874099054,3.3490122295390403,A
22083,PAPER CHAIN KIT RETRO SPOT,19813.4,6761372.160000001,38.10634400019697,3.367826904985889,A
21524,DOORMAT SPOTTY HOME SWEET HOME,19750.97,6781123.130000001,38.21765827773521,3.3866415804327374,A
22569,FELTCRAFT CUSHION BUTTERFLY,19586.68,6800709.8100000005,38.32804663504488,3.405456255879586,A
22273,FELTCRAFT DOLL MOLLY,19480.43,6820190.24,38.4378361791323,3.4242709313264346,A
48188,DOORMAT WELCOME PUPPIES,19301.36,6839491.600000001,38.546616504549505,3.443085606773283,A
85150,LADIES & GENTLEMEN METAL SIGN,19220.28,6858711.880000001,38.65493987207438,3.4619002822201317,A
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,19091.7,6877803.580000001,38.762538576972254,3.4807149576669802,A
22413,METAL SIGN TAKE IT OR LEAVE IT ,19045.920000000002,6896849.500000001,38.869879270864814,3.499529633113829,A
22558,CLOTHES PEGS RETROSPOT PACK 24 ,19029.01,6915878.510000001,38.97712466187184,3.5183443085606774,A
22501,PICNIC BASKET WICKER LARGE,18943.5,6934822.010000001,39.08388812799758,3.537158984007526,A
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,18828.98,6953650.990000001,39.190006172097796,3.5559736594543745,A
22633,HAND WARMER UNION JACK,18807.960000000003,6972458.950000001,39.29600574980806,3.574788334901223,A
21622,VINTAGE UNION JACK CUSHION COVER,18723.17,6991182.120000001,39.40152746047724,3.5936030103480716,A
22384,LUNCH BAG PINK POLKADOT,18565.05,7009747.170000001,39.506158024353915,3.61241768579492,A
21213,PACK OF 72 SKULL CAKE CASES,18517.13,7028264.300000001,39.610518516422495,3.6312323612417687,A
84949,SILVER HANGING T-LIGHT HOLDER,18517.05,7046781.350000001,39.71487855761993,3.6500470366886173,A
21908,CHOCOLATE THIS WAY METAL SIGN,18394.640000000003,7065175.99,39.81854870962644,3.668861712135466,A
22499,WOODEN UNION JACK BUNTING,18322.68,7083498.67,39.92181330304967,3.6876763875823144,A
21479,WHITE SKULL HOT WATER BOTTLE ,18319.2,7101817.87,40.02505828357865,3.7064910630291625,A
23206,LUNCH BAG APPLE DESIGN,18278.25,7120096.12,40.12807247444692,3.725305738476011,A
22555,PLASTERS IN TIN STRONGMAN,18240.29,7138336.41,40.230872726963014,3.7441204139228597,A
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,18185.06,7156521.47,40.33336170932133,3.762935089369708,A
22561,WOODEN SCHOOL COLOURING SET,18082.32,7174603.79,40.4352716604283,3.781749764816557,A
21174,POTTERING IN THE SHED METAL SIGN,17977.82,7192581.61,40.53659266111903,3.8005644402634053,A
22456,NATURAL SLATE CHALKBOARD LARGE ,17795.56,7210377.17,40.63688646465315,3.819379115710254,A
22147,FELTCRAFT BUTTERFLY HEARTS,17689.3,7228066.47,40.73658139860613,3.8381937911571025,A
23344,JUMBO BAG 50'S CHRISTMAS ,17679.72,7245746.1899999995,40.83622234074104,3.857008466603951,A
22427,ENAMEL FLOWER JUG CREAM,17667.58,7263413.77,40.93579486318166,3.8758231420507996,A
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,17616.12,7281029.89,41.03507736276659,3.894637817497648,A
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,17543.0,7298572.89,41.13394776613682,3.9134524929444967,A
22061,LARGE CAKE STAND  HANGING STRAWBERY,17533.95,7316106.84,41.23276716471024,3.9322671683913453,A
21936,RED RETROSPOT PICNIC BAG,17519.01,7333625.85,41.33150236309975,3.951081843838194,A
22560,TRADITIONAL MODELLING CLAY,17279.14,7350904.989999999,41.428885680758675,3.9698965192850424,A
21136,PAINTED METAL PEARS ASSORTED,17169.46,7368074.449999999,41.525650854095566,3.988711194731891,A
22169,FAMILY ALBUM WHITE PICTURE FRAME,17040.74,7385115.1899999995,41.62169057578099,4.007525870178739,A
22505,MEMO BOARD COTTAGE DESIGN,16812.74,7401927.93,41.71644531474005,4.026340545625588,A
22847,BREAD BIN DINER STYLE IVORY,16779.34,7418707.27,41.81101181500148,4.045155221072436,A
22632,HAND WARMER RED RETROSPOT,16768.02,7435475.289999999,41.90551451699772,4.063969896519285,A
23203,JUMBO BAG DOILEY PATTERNS,16741.260000000002,7452216.549999999,41.99986640260029,4.082784571966133,A
21527,RED RETROSPOT TRADITIONAL TEAPOT ,16520.64,7468737.189999999,42.09297489833844,4.101599247412982,A
21218,RED SPOTTY BISCUIT TIN,16513.95,7485251.139999999,42.18604568997817,4.12041392285983,A
84992,72 SWEETHEART FAIRY CAKE CASES,16475.22,7501726.3599999985,42.2788982036311,4.139228598306679,A
22297,HEART IVORY TRELLIS SMALL,16140.34,7517866.699999998,42.369863370725255,4.158043273753528,A
22083,PAPER CHAIN KIT RETROSPOT,16111.460000000001,7533978.159999998,42.460665773340736,4.176857949200376,A
21164,HOME SWEET HOME METAL SIGN ,16103.84,7550081.999999998,42.55142523048088,4.195672624647225,A
71053,WHITE METAL LANTERN,16058.44,7566140.439999999,42.6419288182536,4.214487300094073,A
22557,PLASTERS IN TIN VINTAGE PAISLEY ,16010.59,7582151.029999998,42.732162728730444,4.233301975540922,A
21258,VICTORIAN SEWING BOX LARGE,15975.63,7598126.659999998,42.82219960852259,4.25211665098777,A
22424,ENAMEL BREAD BIN CREAM,15964.25,7614090.909999998,42.9121723518962,4.270931326434619,A
48173C,DOORMAT BLACK FLOCK ,15797.76,7629888.669999998,43.001206776085105,4.2897460018814675,A
22041,"RECORD FRAME 7"" SINGLE SIZE ",15789.12,7645677.789999998,43.090192506191755,4.308560677328316,A
22837,HOT WATER BOTTLE BABUSHKA ,15758.9,7661436.689999999,43.179007919728285,4.327375352775165,A
22296,HEART IVORY TRELLIS LARGE,15630.58,7677067.269999999,43.26710013596899,4.346190028222013,A
21877,HOME SWEET HOME MUG,15564.11,7692631.379999999,43.35481773465785,4.365004703668862,A
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,15537.289999999999,7708168.669999999,43.442384178799685,4.38381937911571,A
22662,LUNCH BAG DOLLY GIRL DESIGN,15489.99,7723658.659999999,43.5296840453847,4.402634054562559,A
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,15454.19,7739112.85,43.616782147138125,4.421448730009407,A
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,15443.210000000001,7754556.06,43.70381836682866,4.440263405456256,A
22690,DOORMAT HOME SWEET HOME BLUE ,15424.51,7769980.569999999,43.79074919539208,4.4590780809031045,A
22502,PICNIC BASKET WICKER SMALL,15398.1,7785378.669999999,43.877531180123036,4.477892756349953,A
22634,CHILDS BREAKFAST SET SPACEBOY ,15387.9,7800766.569999999,43.96425567878466,4.496707431796802,A
22383,LUNCH BAG SUKI DESIGN ,15384.05,7816150.619999999,44.05095847927305,4.51552210724365,A
21843,RETRO SPOT CAKE STAND,15333.199999999999,7831483.819999999,44.137374694798126,4.534336782690499,A
22652,TRAVEL SEWING KIT,15239.31,7846723.129999999,44.223261756690846,4.553151458137347,A
20719,WOODLAND CHARLOTTE BAG,15235.59,7861958.719999999,44.30912785307593,4.571966133584196,A
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,15218.460000000001,7877177.179999999,44.39489740667986,4.5907808090310445,A
84375,SET OF 20 KIDS COOKIE CUTTERS,15209.070000000002,7892386.249999999,44.48061403928466,4.609595484477893,A
84946,ANTIQUE SILVER T-LIGHT GLASS,15206.42,7907592.669999999,44.56631573678322,4.628410159924742,A
20750,RED RETROSPOT MINI CASES,15162.05,7922754.719999999,44.651767369880154,4.64722483537159,A
22635,CHILDS BREAKFAST SET DOLLY GIRL ,15106.35,7937861.069999998,44.736905083951406,4.666039510818439,A
20685,DOOR MAT RED SPOT,15100.97,7952962.039999998,44.822012476939015,4.684854186265287,A
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,15085.89,7968047.929999998,44.90703488071824,4.703668861712136,A
21914,BLUE HARMONICA IN BOX ,15078.72,7983126.649999998,44.992016875172254,4.722483537158984,A
21975,PACK OF 60 DINOSAUR CAKE CASES,14941.21,7998067.859999998,45.07622387850916,4.741298212605833,A
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,14894.9,8012962.759999998,45.1601698838195,4.7601128880526815,A
