Customer ID,Frequency,Monetary,UniqueProducts,TotalQuantity,Recency,Tenure,AvgOrderValue,AvgDaysBetweenOrders,AvgBasketSize,RecencyRatio,Churn
12526,1,520.3,29,318,3,3,520.3,3.0,318.0,1.0,0
12527,4,671.72,24,513,204,438,167.93,109.5,128.25,0.4657534246575342,0
12528,4,1287.37,46,503,24,222,321.8425,55.5,125.75,0.10810810810810811,0
12529,1,316.48,21,192,437,437,316.48,437.0,192.0,1.0,1
12530,8,3318.63,85,2400,33,551,414.82875,68.875,300.0,0.05989110707803993,0
12531,1,1807.98,110,1074,595,595,1807.98,595.0,1074.0,1.0,0
12533,2,1367.89,63,704,537,648,683.945,324.0,352.0,0.8287037037037037,1
12534,1,1089.18,63,651,40,40,1089.18,40.0,651.0,1.0,1
12535,2,716.35,28,219,1,96,358.175,48.0,109.5,0.010416666666666666,1
12537,1,732.94,43,449,318,318,732.94,318.0,449.0,1.0,1
12538,1,276.5,13,145,287,287,276.5,287.0,145.0,1.0,0
12539,6,10164.09,247,4089,171,625,1694.015,104.16666666666667,681.5,0.2736,0
12540,27,18101.11,301,8767,1,641,670.4114814814815,23.74074074074074,324.7037037037037,0.0015600624024961,0
12541,2,536.14,27,419,82,190,268.07,95.0,209.5,0.43157894736842106,0
12542,2,481.88,39,522,393,549,240.94,274.5,261.0,0.7158469945355191,1
12543,1,980.25,43,688,357,357,980.25,357.0,688.0,1.0,1
12545,1,628.15,34,346,169,169,628.15,169.0,346.0,1.0,0
12547,3,383.58,13,309,107,409,127.86,136.33333333333334,103.0,0.2616136919315403,1
12548,1,95.19999999999999,5,49,75,75,95.19999999999999,75.0,49.0,1.0,1
12549,6,1575.68,38,1366,485,607,262.61333333333334,101.16666666666667,227.66666666666666,0.7990115321252059,1
12551,1,168.0,10,100,267,267,168.0,267.0,100.0,1.0,1
12553,9,3336.06,96,1711,19,332,370.67333333333335,36.888888888888886,190.11111111111111,0.0572289156626506,0
12554,1,468.5,26,240,358,358,468.5,358.0,240.0,1.0,1
12555,1,129.23,1,1,591,591,129.23,591.0,1.0,1.0,1
12556,1,312.9,60,166,60,60,312.9,60.0,166.0,1.0,0
12557,7,15726.14,15,5862,67,632,2246.5914285714284,90.28571428571429,837.4285714285714,0.1060126582278481,0
12559,2,561.71,21,283,220,229,280.855,114.5,141.5,0.9606986899563319,1
12560,2,1436.31,77,820,21,52,718.155,26.0,410.0,0.40384615384615385,0
12561,1,238.85,16,177,212,212,238.85,212.0,177.0,1.0,1
12562,5,2790.41,68,1324,36,344,558.082,68.8,264.8,0.10465116279069768,0
12563,1,249.24,13,113,318,318,249.24,318.0,113.0,1.0,1
12564,1,456.90000000000003,21,133,170,170,456.90000000000003,170.0,133.0,1.0,1
12565,1,145.92000000000002,9,80,198,198,145.92000000000002,198.0,80.0,1.0,1
12567,14,12158.56,315,5314,5,576,868.4685714285714,41.142857142857146,379.57142857142856,0.008680555555555556,0
12568,1,70.0,5,48,554,554,70.0,554.0,48.0,1.0,1
12569,15,2167.6800000000003,48,857,1,161,144.51200000000003,10.733333333333333,57.13333333333333,0.006211180124223602,0
12570,1,77.52,1,1,591,591,77.52,591.0,1.0,1.0,1
12571,1,248.35,14,197,31,31,248.35,31.0,197.0,1.0,0
12573,5,717.41,107,479,136,374,143.482,74.8,95.8,0.36363636363636365,1
12574,1,218.45000000000002,11,61,225,225,218.45000000000002,225.0,61.0,1.0,1
12575,2,622.82,34,315,366,436,311.41,218.0,157.5,0.8394495412844036,1
12576,7,1763.44,97,1192,5,435,251.92000000000002,62.142857142857146,170.28571428571428,0.011494252873563218,0
12577,6,1191.84,195,859,268,645,198.64,107.5,143.16666666666666,0.41550387596899224,0
12578,3,3456.6,109,1932,239,353,1152.2,117.66666666666667,644.0,0.6770538243626062,0
12580,2,1052.9,52,569,156,486,526.45,243.0,284.5,0.32098765432098764,1
12582,4,1980.4,88,985,148,487,495.1,121.75,246.25,0.30390143737166325,1
12583,21,11398.27,117,7387,16,643,542.7747619047619,30.61904761904762,351.76190476190476,0.024883359253499222,0
12584,4,782.59,27,138,36,189,195.6475,47.25,34.5,0.19047619047619047,0
12585,2,2040.1,77,1279,143,260,1020.05,130.0,639.5,0.55,1
12586,3,1865.73,76,608,284,632,621.91,210.66666666666666,202.66666666666666,0.44936708860759494,0
12588,3,743.88,27,385,308,507,247.96,169.0,128.33333333333334,0.6074950690335306,0
12589,7,4180.48,107,1541,54,599,597.2114285714285,85.57142857142857,220.14285714285714,0.09015025041736227,0
12590,2,9864.26,68,4283,120,120,4932.13,60.0,2141.5,1.0,1
12591,3,1352.15,63,677,226,318,450.7166666666667,106.0,225.66666666666666,0.710691823899371,1
12592,5,2582.66,42,1875,1,428,516.5319999999999,85.6,375.0,0.002336448598130841,1
12593,3,418.1,14,206,18,128,139.36666666666667,42.666666666666664,68.66666666666667,0.140625,1
12594,13,4281.79,78,2431,30,555,329.36846153846153,42.69230769230769,187.0,0.05405405405405406,0
12595,1,299.02,19,271,414,414,299.02,414.0,271.0,1.0,1
12596,1,269.95,15,156,151,151,269.95,151.0,156.0,1.0,0
12597,2,1428.81,72,675,92,177,714.405,88.5,337.5,0.519774011299435,0
12598,7,3095.39,102,1913,71,558,442.1985714285714,79.71428571428571,273.2857142857143,0.12724014336917563,0
12599,12,2121.18,42,1982,36,487,176.765,40.583333333333336,165.16666666666666,0.07392197125256673,0
12600,19,4381.4400000000005,48,1184,22,641,230.6021052631579,33.73684210526316,62.31578947368421,0.0343213728549142,0
12601,6,681.26,24,290,99,314,113.54333333333334,52.333333333333336,48.333333333333336,0.31528662420382164,1
12604,1,178.5,10,137,171,171,178.5,171.0,137.0,1.0,0
12605,4,1232.95,63,929,285,367,308.2375,91.75,232.25,0.776566757493188,1
12606,1,21.0,1,1,591,591,21.0,591.0,1.0,1.0,1
12608,1,415.79,16,323,314,314,415.79,314.0,323.0,1.0,1
12609,8,3109.7400000000002,117,1423,95,628,388.71750000000003,78.5,177.875,0.15127388535031847,0
12610,2,1256.25,68,625,15,35,628.125,17.5,312.5,0.42857142857142855,0
12613,9,4953.21,173,3278,107,634,550.3566666666667,70.44444444444444,364.22222222222223,0.16876971608832808,0
12614,1,315.6,20,76,187,187,315.6,187.0,76.0,1.0,1
12615,5,4084.53,167,2354,77,540,816.9060000000001,108.0,470.8,0.1425925925925926,0
12616,3,1131.1,32,498,4,298,377.0333333333333,99.33333333333333,166.0,0.013422818791946308,1
12619,6,2227.6,33,1896,25,469,371.26666666666665,78.16666666666667,316.0,0.053304904051172705,0
12620,1,561.66,33,434,114,114,561.66,114.0,434.0,1.0,0
12621,30,21281.18,297,11932,9,578,709.3726666666666,19.266666666666666,397.73333333333335,0.015570934256055362,0
12622,1,180.1,11,69,141,141,180.1,141.0,69.0,1.0,1
12623,7,3747.84,112,1971,185,606,535.4057142857143,86.57142857142857,281.57142857142856,0.30528052805280526,1
12624,2,641.13,36,355,15,87,320.565,43.5,177.5,0.1724137931034483,1
12625,4,5164.88,144,3309,121,506,1291.22,126.5,827.25,0.2391304347826087,1
12626,6,4774.0,170,2337,22,236,795.6666666666666,39.333333333333336,389.5,0.09322033898305085,0
12627,5,2727.83,112,1575,5,49,545.566,9.8,315.0,0.10204081632653061,0
12629,2,1558.22,40,722,295,332,779.11,166.0,361.0,0.8885542168674698,1
12631,5,2841.07,105,1371,365,602,568.214,120.4,274.2,0.606312292358804,0
12632,2,804.88,32,694,430,474,402.44,237.0,347.0,0.9071729957805907,1
12633,6,5462.93,213,3144,39,435,910.4883333333333,72.5,524.0,0.0896551724137931,0
12634,2,490.0,20,337,445,457,245.0,228.5,168.5,0.973741794310722,1
12635,3,1924.8700000000001,106,1176,64,366,641.6233333333333,122.0,392.0,0.17486338797814208,0
12636,1,141.0,1,1,648,648,141.0,648.0,1.0,1.0,1
12637,11,7981.91,273,4126,1,452,725.6281818181818,41.09090909090909,375.09090909090907,0.0022123893805309734,0
12638,1,249.8,9,86,549,549,249.8,549.0,86.0,1.0,0
12639,3,1312.3700000000001,58,631,148,537,437.4566666666667,179.0,210.33333333333334,0.2756052141527002,1
12641,1,185.9,10,72,24,24,185.9,24.0,72.0,1.0,1
12642,1,366.45,24,277,17,17,366.45,17.0,277.0,1.0,0
12643,12,8350.42,14,4785,37,520,695.8683333333333,43.333333333333336,398.75,0.07115384615384615,1
12644,4,1918.49,106,1032,39,603,479.6225,150.75,258.0,0.06467661691542288,1
12645,7,3074.98,106,1866,19,578,439.28285714285715,82.57142857142857,266.57142857142856,0.0328719723183391,0
12647,33,17088.24,229,6486,35,604,517.8254545454546,18.303030303030305,196.54545454545453,0.057947019867549666,0
12648,4,1112.0,38,518,64,610,278.0,152.5,129.5,0.10491803278688525,1
12649,8,2294.65,94,1959,16,605,286.83125,75.625,244.875,0.026446280991735537,1
12651,4,377.75,30,265,244,374,94.4375,93.5,66.25,0.6524064171122995,1
12652,2,1017.0300000000001,51,536,240,343,508.51500000000004,171.5,268.0,0.6997084548104956,1
12653,3,4160.83,76,1681,58,436,1386.9433333333334,145.33333333333334,560.3333333333334,0.13302752293577982,1
12654,3,337.75,19,151,107,204,112.58333333333333,68.0,50.333333333333336,0.5245098039215687,0
12655,1,261.35,16,80,333,333,261.35,333.0,80.0,1.0,1
12656,6,5177.33,140,2417,25,472,862.8883333333333,78.66666666666667,402.8333333333333,0.05296610169491525,0
12661,1,162.0,11,216,345,345,162.0,345.0,216.0,1.0,1
12662,16,5791.900000000001,135,2923,16,527,361.99375000000003,32.9375,182.6875,0.030360531309297913,0
12663,2,239.4,9,181,534,577,119.7,288.5,90.5,0.925476603119584,1
12664,5,3145.64,10,797,53,636,629.1279999999999,127.2,159.4,0.08333333333333333,0
12665,3,313.6,13,165,234,578,104.53333333333335,192.66666666666666,55.0,0.40484429065743943,1
12666,1,1248.42,31,370,303,303,1248.42,303.0,370.0,1.0,1
12668,9,10562.0,258,4776,168,586,1173.5555555555557,65.11111111111111,530.6666666666666,0.28668941979522183,0
12669,3,2744.0299999999997,98,1115,60,166,914.6766666666666,55.333333333333336,371.6666666666667,0.3614457831325301,1
12670,5,2398.71,54,991,8,576,479.742,115.2,198.2,0.013888888888888888,0
12671,1,2622.481,45,1460,515,515,2622.481,515.0,1460.0,1.0,1
12672,2,437.05,22,138,239,505,218.525,252.5,69.0,0.47326732673267324,1
12673,2,840.4,52,520,236,311,420.2,155.5,260.0,0.7588424437299035,0
12674,3,1402.0,42,787,1,117,467.3333333333333,39.0,262.3333333333333,0.008547008547008548,0
12675,2,958.5,111,337,463,487,479.25,243.5,168.5,0.9507186858316222,1
12676,9,2509.75,58,1691,33,392,278.8611111111111,43.55555555555556,187.88888888888889,0.08418367346938775,0
12677,2,395.1,13,176,464,575,197.55,287.5,88.0,0.8069565217391305,1
12678,18,24934.98,186,16644,10,610,1385.2766666666666,33.888888888888886,924.6666666666666,0.01639344262295082,0
12679,2,906.38,43,407,115,193,453.19,96.5,203.5,0.5958549222797928,0
12680,1,311.78,20,230,22,22,311.78,22.0,230.0,1.0,0
12681,38,26947.32,424,15479,61,635,709.14,16.710526315789473,407.3421052631579,0.09606299212598425,0
12682,41,19965.61,281,8974,10,648,486.96609756097564,15.804878048780488,218.8780487804878,0.015432098765432098,0
12683,18,10842.4,224,6676,2,635,602.3555555555555,35.27777777777778,370.8888888888889,0.0031496062992125984,0
12684,4,1379.48,37,1274,80,122,344.87,30.5,318.5,0.6557377049180327,0
12685,2,1606.42,83,917,2,3,803.21,1.5,458.5,0.6666666666666666,0
12686,1,178.28,7,214,281,281,178.28,281.0,214.0,1.0,1
12687,2,2138.91,126,1403,390,390,1069.455,195.0,701.5,1.0,1
12688,1,4873.81,171,3028,23,23,4873.81,23.0,3028.0,1.0,1
12689,1,511.03000000000003,34,281,37,37,511.03000000000003,37.0,281.0,1.0,0
12690,1,389.01,16,106,115,115,389.01,115.0,106.0,1.0,1
12691,5,690.9,20,249,54,330,138.18,66.0,49.8,0.16363636363636364,0
12692,1,110.95,13,36,546,546,110.95,546.0,36.0,1.0,1
12693,7,1703.02,63,536,36,431,243.28857142857143,61.57142857142857,76.57142857142857,0.08352668213457076,1
12694,2,1413.18,62,1169,92,330,706.59,165.0,584.5,0.2787878787878788,0
12695,5,1158.92,41,406,16,574,231.78400000000002,114.8,81.2,0.027874564459930314,0
12696,2,851.91,43,564,344,418,425.955,209.0,282.0,0.8229665071770335,1
12697,2,733.91,27,359,40,78,366.955,39.0,179.5,0.5128205128205128,0
12698,1,339.75,16,111,499,499,339.75,499.0,111.0,1.0,1
12699,1,638.11,41,373,327,327,638.11,327.0,373.0,1.0,1
12700,2,2149.05,110,1376,65,124,1074.525,62.0,688.0,0.5241935483870968,0
12701,5,1985.78,92,1295,151,542,397.156,108.4,259.0,0.2785977859778598,0
12703,3,722.98,44,431,542,594,240.99333333333334,198.0,143.66666666666666,0.9124579124579124,0
12704,3,1100.92,40,465,15,79,366.97333333333336,26.333333333333332,155.0,0.189873417721519,0
12705,9,9056.33,283,5790,67,443,1006.2588888888889,49.22222222222222,643.3333333333334,0.15124153498871332,0
12707,1,603.42,33,256,201,201,603.42,201.0,256.0,1.0,1
12708,15,4632.96,115,2203,11,631,308.864,42.06666666666667,146.86666666666667,0.017432646592709985,0
12709,30,28587.61,189,12902,5,639,952.9203333333334,21.3,430.06666666666666,0.00782472613458529,0
12710,3,1149.02,75,851,6,110,383.00666666666666,36.666666666666664,283.6666666666667,0.05454545454545454,1
12711,2,1339.05,56,770,521,586,669.525,293.0,385.0,0.8890784982935154,1
12712,19,6710.61,123,2230,16,640,353.19,33.68421052631579,117.36842105263158,0.025,0
